dataset,sequences,sites,model,type,logl,AICc,nparam,treelength
ENSG00000258227,24,222,JTT-No,gpcr,-4132.15315027,8393.88714796,64,4.47956665627
ENSG00000179097,20,368,LG-No,gpcr,-2539.6707161,5192.2155935,56,0.650697489089
ENSG00000166856,20,412,gcpREV-No,gpcr,-6120.16234374,12353.1048415,56,2.70168663773
ENSG00000154309,20,1560,WAG-No,gpcr,-16294.2485867,32700.7021632,56,1.46201783769
ENSG00000204695,23,325,LG-No,gpcr,-4913.61893988,9952.2918463,62,2.83580303992
ENSG00000147380,20,417,mtMet-No,gpcr,-3920.88324221,7954.53721967,56,1.38874326013
ENSG00000116824,27,405,JC69-G,gpcr,-12158.3381266,24459.6174297,71,8.44135085644
ENSG00000172935,20,345,JTT-G,gpcr,-3540.28311425,7195.5326126,57,1.53373938907
ENSG00000101958,20,452,JTT-G,gpcr,-1799.35897418,3711.42862409,56,0.18843606188
ENSG00000161649,21,486,HIVBm-G,gpcr,-7741.42675714,15601.5513262,59,7.39063506826
ENSG00000172215,26,404,LG-G,gpcr,-6642.74910667,13424.4240328,69,5.13204472672
ENSG00000140749,22,255,HIVBm-No,gpcr,-4713.32255346,9547.96426353,60,4.26492304474
ENSG00000115353,22,409,JTT-G,gpcr,-2465.85831682,5054.56309739,61,0.593114291869
ENSG00000102239,28,402,mtMet-No,gpcr,-5208.45600051,10561.8519992,72,1.89034454086
ENSG00000161911,26,381,JTT-No,gpcr,-7794.89658326,15726.7471159,68,5.55627010924
ENSG00000168685,23,476,JTT-G,gpcr,-8746.46518189,17619.6712679,63,4.280331007
ENSG00000164604,26,370,HIVBm-No,gpcr,-1235.79107529,2580.2031647,54,0.0858809375136
ENSG00000165029,20,2293,mtMet-G,gpcr,-15425.9406105,30966.0255814,57,0.838368236201
ENSG00000167286,26,210,WAG-No,gpcr,-4485.14340419,9108.02748728,68,5.67049371938
ENSG00000078549,20,548,JTT-G,gpcr,-3881.29592104,7877.1983363,57,0.85161012351
ENSG00000109163,30,328,LG-G,gpcr,-3981.93614349,8119.10277255,77,1.91730487492
ENSG00000113070,23,216,JTT-G,gpcr,-2238.87684364,4605.39805922,63,1.6256704382
ENSG00000184933,23,328,JC69-G,gpcr,-3193.93906812,6514.95621111,63,1.4136745361
ENSG00000169208,22,316,JC69-G,gpcr,-3736.56781048,7596.23344389,61,1.98831202478
ENSG00000154165,25,365,JC69-G,gpcr,-5275.53227729,10686.0706272,67,2.77742766606
ENSG00000174417,28,413,LG-G,gpcr,-3073.33647055,6293.61323702,73,1.11216015089
ENSG00000168758,22,843,gcpREV-No,gpcr,-7481.34457726,15083.0851513,60,1.08419874481
ENSG00000183671,26,368,mtMet-G,gpcr,-4744.82473608,9628.66652839,69,2.66310452907
ENSG00000135577,24,402,HIVBm-No,gpcr,-4259.33312216,8647.53444843,64,1.40581254095
ENSG00000147145,21,370,JC69-G,gpcr,-1677.20412417,3473.32653627,59,0.247177666878
ENSG00000182749,24,353,HIVBm-No,gpcr,-3851.46699138,7831.92363424,64,1.53371319263
ENSG00000132517,20,475,JC69-G,gpcr,-5560.01266677,11234.7256089,57,1.87833932905
ENSG00000176893,20,314,WAG-G,gpcr,-2876.59008707,5868.24285496,57,1.40055264437
ENSG00000179546,24,378,mtMet-No,gpcr,-4030.16835524,8189.26043647,64,1.51320512158
ENSG00000181803,20,332,gcpREV-G,gpcr,-3328.10942271,6771.2234033,57,1.90944416143
ENSG00000181072,23,468,JTT-G,gpcr,-2734.69851117,5596.1506672,63,0.584842605912
ENSG00000168229,23,366,HIVBm-G,gpcr,-5226.11280829,10579.1909027,63,3.33713260452
ENSG00000022355,22,466,mtMet-No,gpcr,-2705.77917807,5530.25301863,59,0.602060942905
ENSG00000173890,22,341,JC69-No,gpcr,-6085.33882404,12291.6613868,60,3.21613704673
ENSG00000135577,24,402,JTT-No,gpcr,-4232.87357555,8594.61535522,64,1.37044187135
ENSG00000173612,21,943,LG-G,gpcr,-10492.874982,21104.1085722,59,1.85431105172
ENSG00000135973,21,374,WAG-No,gpcr,-3795.40726464,7707.692528,58,1.34321583158
ENSG00000171014,20,318,JC69-G,gpcr,-3345.72820488,6806.5056005,57,1.60021800933
ENSG00000124557,21,543,gcpREV-No,gpcr,-8003.73493981,16124.0731941,58,3.3304068602
ENSG00000147262,23,472,JTT-No,gpcr,-4653.90737265,9432.53854777,62,1.82415409797
ENSG00000102468,30,472,mtMet-No,gpcr,-5104.40294815,10361.6369692,76,1.33187068104
ENSG00000204695,23,325,WAG-G,gpcr,-4749.1070415,9625.30219526,63,3.2249227626
ENSG00000121966,20,362,mtMet-G,gpcr,-2286.58657388,4688.09378269,57,1.28500258654
ENSG00000204475,20,220,JC69-No,gpcr,-3807.27636546,7728.02268256,56,3.34101261793
ENSG00000166603,20,337,JC69-No,gpcr,-2208.5949037,4530.14506702,56,0.538233003734
ENSG00000165621,22,344,WAG-No,gpcr,-3734.29476671,7589.56462333,60,1.49582611832
ENSG00000179097,20,368,WAG-G,gpcr,-2476.12770687,5067.16091909,57,0.698939566477
ENSG00000204174,25,377,mtMet-No,gpcr,-5667.90918277,11468.7634393,66,2.45899200262
ENSG00000188778,23,427,mtMet-No,gpcr,-6165.18414403,12455.1688619,62,2.27598620945
ENSG00000144891,21,359,JC69-G,gpcr,-2500.90933078,5118.73363482,58,0.880093467512
ENSG00000134853,20,1112,LG-G,gpcr,-8243.52795233,16601.3539842,57,0.981919668725
ENSG00000116329,20,396,HIVBm-No,gpcr,-2693.63897395,5500.08985176,56,0.802607125858
ENSG00000168758,22,843,JTT-G,gpcr,-7197.83992487,14518.0890685,61,1.205901444
ENSG00000102076,20,417,JTT-No,gpcr,-3839.52276432,7791.81626388,56,1.34220777853
ENSG00000147145,21,370,WAG-G,gpcr,-1582.52534119,3283.96897031,59,0.218794727412
ENSG00000049249,22,283,JTT-G,gpcr,-5200.35938784,10523.9459009,61,4.72843780162
ENSG00000120659,24,328,JC69-G,gpcr,-3703.54912073,7538.19739595,65,1.57285042439
ENSG00000135409,21,592,JTT-G,gpcr,-6148.19031008,12414.9528801,59,1.73534553405
ENSG00000172289,20,321,mtMet-G,gpcr,-3416.50107423,6948.04144427,57,2.49696834886
ENSG00000173578,21,354,LG-G,gpcr,-4768.89527674,9656.75068367,59,3.18411040274
ENSG00000173402,23,899,mtMet-G,gpcr,-6556.56975854,13239.5307265,63,0.982975215893
ENSG00000196639,23,507,LG-G,gpcr,-7338.13671753,14802.9687873,63,3.32832550476
ENSG00000176893,20,314,LG-No,gpcr,-2981.19651758,6075.41890693,56,1.15902270849
ENSG00000184140,21,315,WAG-No,gpcr,-4397.9677685,8912.97946623,58,2.29505008397
ENSG00000075073,25,415,JC69-No,gpcr,-5296.04669814,10724.9513707,66,1.8201033073
ENSG00000166884,24,315,gcpREV-G,gpcr,-3414.72937171,6960.60365935,65,1.91405661061
ENSG00000184845,21,456,JTT-No,gpcr,-2769.88425547,5654.4631947,57,0.509406834839
ENSG00000182854,22,343,HIVBm-G,gpcr,-4453.22335963,9029.45740874,61,3.47330703125
ENSG00000102239,28,402,gcpREV-No,gpcr,-5176.70016896,10498.3403361,72,1.8759736004
ENSG00000167359,20,323,HIVBm-G,gpcr,-2886.87350533,5888.7798129,57,1.67635381649
ENSG00000204695,23,325,JTT-No,gpcr,-4797.15242315,9719.35881284,62,2.75735763794
ENSG00000115221,21,793,HIVBm-No,gpcr,-6223.25214436,12562.9167269,58,0.850689771616
ENSG00000172243,23,269,JTT-No,gpcr,-4786.0066326,9697.28890203,62,3.54057021999
ENSG00000127364,23,313,JTT-No,gpcr,-6672.98898361,13471.0726982,62,4.82815801636
ENSG00000109991,20,400,LG-G,gpcr,-2562.18664216,5239.20582021,57,0.648382121925
ENSG00000139514,24,644,JC69-G,gpcr,-7525.02815622,15180.6138173,65,2.78972993431
ENSG00000182974,23,313,JC69-G,gpcr,-2629.6274164,5386.38503602,63,1.01602309398
ENSG00000146904,20,1002,gcpREV-No,gpcr,-9623.59230596,19359.5040835,56,1.20999542358
ENSG00000169860,22,376,mtMet-No,gpcr,-2411.12947391,4943.15043486,60,0.593572311546
ENSG00000182749,24,353,HIVBm-G,gpcr,-3609.45419123,7349.92908196,65,1.89845776832
ENSG00000102076,20,417,HIVBm-G,gpcr,-3801.29235082,7717.38305953,57,1.96817098899
ENSG00000173578,21,354,gcpREV-G,gpcr,-4714.66055847,9548.28124712,59,3.38385015574
ENSG00000204305,21,477,gcpREV-G,gpcr,-5551.34545651,11221.4019706,59,2.79356243862
ENSG00000173578,21,354,gcpREV-No,gpcr,-4984.79041558,10086.5088312,58,2.51592260105
ENSG00000139679,22,347,JTT-No,gpcr,-2405.80112612,4930.53702911,59,0.668710319522
ENSG00000158869,28,135,JTT-G,gpcr,-1433.69774629,3016.31076511,73,3.57936455366
ENSG00000151617,20,428,HIVBm-G,gpcr,-2635.23336574,5385.24443084,57,0.684232088605
ENSG00000181072,23,468,JC69-No,gpcr,-3104.13862236,6333.00726995,62,0.543447116305
ENSG00000151617,20,428,HIVBm-No,gpcr,-2751.98135115,5616.71349613,56,0.559569389062
ENSG00000137101,24,412,gcpREV-G,gpcr,-11249.8013751,22630.4762993,65,12.516732118
ENSG00000166148,21,433,WAG-No,gpcr,-5111.57743998,10339.9124624,58,1.60127008871
ENSG00000135973,21,374,mtMet-G,gpcr,-3613.61393479,7346.13626064,59,2.03642729975
ENSG00000036828,25,1110,WAG-G,gpcr,-8788.30533257,17710.9398321,67,1.3946757406
ENSG00000179097,20,368,WAG-No,gpcr,-2533.90953816,5180.69323761,56,0.644354185474
ENSG00000164604,26,370,JC69-G,gpcr,-1278.11386005,2666.87180208,55,0.119662926406
ENSG00000198967,22,313,HIVBm-G,gpcr,-3244.52310579,6612.15465238,61,1.89600972851
ENSG00000122420,29,371,gcpREV-No,gpcr,-4104.9226934,8358.88432353,74,1.49505645434
ENSG00000184845,21,456,gcpREV-G,gpcr,-2712.69815733,5542.11544884,58,0.71395052783
ENSG00000125245,30,336,gcpREV-G,gpcr,-3406.83738286,6968.87572552,77,1.83170115524
ENSG00000174948,21,778,gcpREV-G,gpcr,-10215.4486345,20549.3322118,59,2.99070327455
ENSG00000168539,20,465,HIVBm-G,gpcr,-2055.13760979,4220.94159776,55,0.346463710016
ENSG00000164342,20,906,JTT-No,gpcr,-11450.3742741,23013.1019778,56,1.88670659367
ENSG00000204695,23,325,gcpREV-G,gpcr,-4694.97982648,9517.04776524,63,3.73164057662
ENSG00000147380,20,417,WAG-G,gpcr,-3778.93146042,7672.66127873,57,1.5888737462
ENSG00000170214,28,528,JC69-No,gpcr,-4133.15462424,8411.02381581,72,0.870464564355
ENSG00000178394,20,422,mtMet-No,gpcr,-3397.18653785,6907.13461692,56,0.860145548296
ENSG00000135218,20,476,JC69-G,gpcr,-5804.14738958,11722.9935743,57,2.04136079865
ENSG00000121853,26,371,WAG-No,gpcr,-3108.90785317,6352.76705318,67,0.944089459129
ENSG00000163914,26,373,JTT-No,gpcr,-2625.95301868,5382.79681809,65,0.744191408243
ENSG00000049249,22,283,LG-G,gpcr,-5354.84230425,10832.9117337,61,5.06745426301
ENSG00000177535,23,322,LG-G,gpcr,-3897.35662632,7921.81159096,63,3.64785845505
ENSG00000135960,20,487,LG-No,gpcr,-4189.46355444,8491.58640869,56,0.999686241846
ENSG00000128519,20,301,mtMet-No,gpcr,-6230.66087558,12574.3923532,56,5.40360385554
ENSG00000140749,22,255,JC69-G,gpcr,-5063.44085435,10250.2450829,61,4.18036037995
ENSG00000166856,20,412,HIVBm-G,gpcr,-5874.89078702,11864.5896894,57,3.36330245008
ENSG00000164930,22,723,WAG-G,gpcr,-6291.64116649,12705.7597377,61,1.10387427976
ENSG00000182749,24,353,WAG-G,gpcr,-3666.61853507,7464.25776963,65,1.57170380805
ENSG00000170775,27,643,JTT-No,gpcr,-8401.61785266,16943.8106041,70,2.10898649231
ENSG00000124731,20,253,JTT-No,gpcr,-5380.03908312,10873.3542006,56,5.17341844051
ENSG00000094755,23,447,WAG-G,gpcr,-3025.89051261,6178.57029799,63,0.816912076117
ENSG00000184845,21,456,HIVBm-G,gpcr,-2686.99952133,5490.71817683,58,0.728294357071
ENSG00000007312,20,296,mtMet-No,gpcr,-4243.07493301,8599.23872839,56,3.06071281072
ENSG00000115221,21,793,HIVBm-G,gpcr,-6046.27414428,12210.9749745,59,0.954218610575
ENSG00000186306,20,325,gcpREV-G,gpcr,-3224.27428383,6563.57495698,57,2.12156773985
ENSG00000110195,20,271,JTT-No,gpcr,-3844.11224069,7801.41485989,56,2.48977269455
ENSG00000148604,22,308,LG-No,gpcr,-3606.3365002,7333.7630972,60,1.79327264946
ENSG00000151577,22,460,JC69-G,gpcr,-4607.69485814,9338.14175447,61,1.62573231399
ENSG00000198851,21,220,JC69-G,gpcr,-4411.25587364,8942.06437886,59,4.97955597596
ENSG00000110848,26,211,WAG-No,gpcr,-4694.83786663,9527.40805743,68,4.44662687099
ENSG00000186943,22,320,LG-No,gpcr,-3797.36849814,7715.78585714,60,1.74371177937
ENSG00000135312,21,392,gcpREV-No,gpcr,-2973.15418543,6063.14576227,58,0.76426207327
ENSG00000171517,26,372,LG-No,gpcr,-3097.17648923,6331.33017309,68,0.891534960011
ENSG00000133800,25,381,LG-G,gpcr,-6486.34716853,13107.6578561,67,4.65586833884
ENSG00000078549,20,548,JC69-G,gpcr,-4179.78301407,8474.17252236,57,0.950635908527
ENSG00000134853,20,1112,JTT-G,gpcr,-8116.34443708,16346.9869537,57,0.933165928541
ENSG00000075073,25,415,WAG-No,gpcr,-4851.85705554,9836.57208547,66,1.70264256216
ENSG00000115221,21,793,JC69-No,gpcr,-6942.04014784,14000.4927339,58,0.886380695866
ENSG00000184845,21,456,JC69-No,gpcr,-2950.1981554,6015.09099456,57,0.528120907278
ENSG00000167286,26,210,LG-G,gpcr,-4371.48011266,8882.75243312,69,7.82744158742
ENSG00000181773,22,331,WAG-No,gpcr,-2558.66199651,5238.33770303,60,0.918209743552
ENSG00000146904,20,1002,mtMet-No,gpcr,-9563.57877493,19239.4770214,56,1.20984965228
ENSG00000109991,20,400,mtMet-No,gpcr,-2676.52586184,5465.85545023,56,0.570794705359
ENSG00000174948,21,778,gcpREV-No,gpcr,-10432.310392,20981.0412029,58,2.55656732974
ENSG00000166856,20,412,JC69-No,gpcr,-6810.90363972,13734.5874334,56,2.70409744047
ENSG00000115221,21,793,gcpREV-G,gpcr,-6132.37217948,12383.1710449,59,0.983322982502
ENSG00000169618,24,395,WAG-G,gpcr,-3589.17897316,7309.26935486,65,1.42783435857
ENSG00000166884,24,315,HIVBm-No,gpcr,-3597.97041236,7325.0508981,64,1.54790784484
ENSG00000092421,21,1080,JTT-No,gpcr,-7359.92540703,14836.1533648,58,0.65392120286
ENSG00000187037,24,317,mtMet-G,gpcr,-4938.7477594,10008.6331481,65,14.7193308298
ENSG00000036828,25,1110,mtMet-No,gpcr,-9252.35520728,18637.0298886,66,0.932913189153
ENSG00000156097,22,452,JC69-G,gpcr,-2715.14138496,5551.0234357,60,0.547756325814
ENSG00000165370,21,537,mtMet-G,gpcr,-5914.82373683,11948.2786585,59,2.69455282043
ENSG00000137872,25,1091,JTT-G,gpcr,-6625.35572056,13385.0463549,67,0.747380598648
ENSG00000198967,22,313,JC69-No,gpcr,-3893.11451576,7907.30155899,60,1.60028400203
ENSG00000171014,20,318,LG-G,gpcr,-3085.57881944,6286.20682962,57,1.93812535193
ENSG00000147380,20,417,gcpREV-No,gpcr,-3921.61087259,7955.99248042,56,1.39710224592
ENSG00000172289,20,321,mtMet-No,gpcr,-3546.69214867,7206.38759767,56,1.75190846432
ENSG00000135409,21,592,JC69-G,gpcr,-6680.15677426,13478.8858085,59,1.72252609218
ENSG00000170214,28,528,HIVBm-G,gpcr,-3748.93781304,7644.61009243,73,1.29372320489
ENSG00000196639,23,507,JC69-G,gpcr,-7888.69314843,15904.0816491,63,3.06304707931
ENSG00000168539,20,465,JC69-No,gpcr,-2249.03053442,4606.7035783,54,0.283158347328
ENSG00000154309,20,1560,LG-G,gpcr,-15716.9743597,31548.1610371,57,1.82132393045
ENSG00000168079,22,508,LG-G,gpcr,-5372.78917059,10868.2589242,61,1.73831362545
ENSG00000172215,26,404,mtMet-No,gpcr,-6931.27056175,13999.4404048,68,3.56946856768
ENSG00000121594,20,357,JTT-G,gpcr,-6367.04552205,12849.0246787,57,6.28208373974
ENSG00000102076,20,417,JC69-No,gpcr,-4321.59127954,8755.95329432,56,1.44932430159
ENSG00000181072,23,468,HIVBm-G,gpcr,-2747.46912553,5621.69189591,63,0.641585669263
ENSG00000151617,20,428,JC69-No,gpcr,-2976.14772679,6065.04624742,56,0.572212128608
ENSG00000116329,20,396,gcpREV-G,gpcr,-2642.97366549,5400.78833836,57,0.958616857315
ENSG00000183840,24,474,WAG-G,gpcr,-6076.08486339,12282.9283475,65,2.73042076134
ENSG00000167822,21,316,mtMet-No,gpcr,-4031.35174706,8179.74409013,58,1.99620168994
ENSG00000116329,20,396,WAG-G,gpcr,-2642.50918703,5399.85938145,57,0.849632880691
ENSG00000139636,24,494,WAG-G,gpcr,-2756.11596369,5642.95966274,65,0.460608800533
ENSG00000182854,22,343,JC69-No,gpcr,-5187.10467302,10495.187302,60,2.52084483116
ENSG00000167359,20,323,JC69-No,gpcr,-3394.33435403,6901.66574069,56,1.2517981854
ENSG00000167822,21,316,LG-G,gpcr,-3861.41916468,7841.9149717,59,3.00314355686
ENSG00000182749,24,353,JC69-No,gpcr,-4228.17678524,8585.34322196,64,1.49272760356
ENSG00000137070,20,470,mtMet-G,gpcr,-5751.32328389,11617.3543391,57,4.10268057216
ENSG00000157219,25,370,gcpREV-No,gpcr,-4715.68888361,9564.34085117,66,2.3269140974
ENSG00000135960,20,487,LG-G,gpcr,-4000.55973842,8115.80239359,57,1.55934793498
ENSG00000156097,22,452,mtMet-G,gpcr,-2564.62567771,5249.99202122,60,0.613797794352
ENSG00000186306,20,325,HIVBm-No,gpcr,-3322.31708488,6757.62501254,56,1.52107111769
ENSG00000172215,26,404,WAG-No,gpcr,-6910.24349969,13957.3862806,68,3.45411775632
ENSG00000181927,21,321,mtMet-G,gpcr,-4646.31885751,9411.69743661,59,3.69370186203
ENSG00000176299,24,313,WAG-No,gpcr,-2418.78318314,4966.68359469,64,0.759122289458
ENSG00000155249,22,324,JC69-G,gpcr,-3129.36783836,6381.80615506,61,1.28155768085
ENSG00000075073,25,415,HIVBm-G,gpcr,-4558.7519084,9252.38787619,67,2.70829981834
ENSG00000147155,21,242,JTT-G,gpcr,-3386.02302788,6891.45585265,59,2.93454384007
ENSG00000204305,21,477,HIVBm-No,gpcr,-5599.59864562,11315.8845779,58,2.22985316981
ENSG00000104290,20,667,JTT-G,gpcr,-2941.05213433,5996.60208526,57,0.296455188035
ENSG00000174944,21,346,mtMet-G,gpcr,-4659.19097025,9437.36445507,59,4.08780806811
ENSG00000173578,21,354,HIVBm-No,gpcr,-4971.26805531,10059.4641106,58,2.59189631697
ENSG00000204475,20,220,HIVBm-G,gpcr,-3427.40981173,6970.34242402,57,6.31466602911
ENSG00000166603,20,337,HIVBm-G,gpcr,-1990.22721454,4095.44395317,57,0.623536140737
ENSG00000180616,25,375,mtMet-No,gpcr,-2696.36522312,5525.68059664,66,0.683905448411
ENSG00000147434,23,501,JC69-G,gpcr,-5786.25015028,11699.2040269,63,1.6118889852
ENSG00000151617,20,428,gcpREV-G,gpcr,-2668.90846326,5452.59462588,57,0.656812067632
ENSG00000168575,20,671,WAG-No,gpcr,-5340.75899858,10793.9957342,56,0.862083063761
ENSG00000197309,23,317,JTT-No,gpcr,-4589.40354209,9303.88788107,62,2.51026122736
ENSG00000168079,22,508,gcpREV-No,gpcr,-5506.83877274,11134.336115,60,1.62756608803
ENSG00000176299,24,313,WAG-G,gpcr,-2335.05677072,4801.26583798,65,0.86143490706
ENSG00000107779,22,538,JC69-G,gpcr,-2940.91432762,6002.4503113,60,0.529935138584
ENSG00000125245,30,336,HIVBm-No,gpcr,-3557.47234046,7268.11472991,76,1.37105061988
ENSG00000116329,20,396,WAG-No,gpcr,-2676.35762147,5465.5271468,56,0.750219014799
ENSG00000173890,22,341,HIVBm-G,gpcr,-5171.83203849,10466.6807436,61,3.59929836262
ENSG00000184845,21,456,HIVBm-No,gpcr,-2795.61221455,5705.91911285,57,0.523528736607
ENSG00000137101,24,412,HIVBm-No,gpcr,-11378.9607715,22886.7685347,64,8.65883869359
ENSG00000168229,23,366,JC69-No,gpcr,-5984.11631149,12093.167632,62,2.48841551047
ENSG00000168685,23,476,JTT-No,gpcr,-8929.99568871,17984.7090623,62,3.85659289581
ENSG00000204695,23,325,HIVBm-No,gpcr,-4816.90313355,9758.86023364,62,2.91237752512
ENSG00000174948,21,778,HIVBm-No,gpcr,-10344.9800361,20806.3804912,58,2.65571121898
ENSG00000180988,21,328,JTT-No,gpcr,-3414.05255633,6945.10730918,58,1.39349841764
ENSG00000169313,20,360,LG-No,gpcr,-3121.74207438,6356.37789088,56,1.07005421004
ENSG00000150637,23,355,HIVBm-G,gpcr,-6760.16700629,13647.3294452,63,4.96076168724
ENSG00000175898,21,356,mtMet-G,gpcr,-3045.90889507,6210.77248269,59,1.57789254206
ENSG00000177535,23,322,JC69-No,gpcr,-4609.87965425,9344.82317885,62,2.06818251629
ENSG00000163914,26,373,mtMet-No,gpcr,-2626.54444193,5383.97966459,65,0.752411555597
ENSG00000109163,30,328,JC69-No,gpcr,-4508.73820064,9170.67521313,76,1.79078847635
ENSG00000175591,20,401,mtMet-No,gpcr,-4044.53784454,8201.87739697,56,1.52855039441
ENSG00000167286,26,210,JTT-No,gpcr,-4465.03495997,9067.81059885,68,5.807494431
ENSG00000161911,26,381,WAG-No,gpcr,-7921.53039907,15980.0147475,68,5.55880114845
ENSG00000128285,20,447,JTT-G,gpcr,-3505.45247715,7125.64938124,57,1.84353717744
ENSG00000183150,22,415,gcpREV-G,gpcr,-3964.13814258,8051.11042721,61,1.92788997438
ENSG00000204420,25,298,mtMet-No,gpcr,-5611.83253052,11356.8629481,66,4.99084598745
ENSG00000108947,20,346,JC69-No,gpcr,-2312.4407281,4737.81166165,56,0.597596561278
ENSG00000175898,21,356,LG-No,gpcr,-3276.85084143,6670.6244279,58,1.08178203352
ENSG00000049249,22,283,mtMet-No,gpcr,-5484.512923,11090.2131939,60,4.59284801445
ENSG00000186513,23,318,HIVBm-No,gpcr,-4202.84436306,8530.76609475,62,2.10700866221
ENSG00000197403,20,312,mtMet-G,gpcr,-2695.8988024,5506.86716159,57,1.41769966945
ENSG00000122375,20,569,mtMet-No,gpcr,-6755.86201563,13624.2878394,56,2.03366891749
ENSG00000171657,26,345,LG-G,gpcr,-4449.49052112,9038.0664355,69,2.69356923997
ENSG00000119737,21,540,JC69-No,gpcr,-5163.80364562,10444.213975,58,1.03472068151
ENSG00000125245,30,336,LG-No,gpcr,-3657.92054111,7469.0111312,76,1.35704886133
ENSG00000173578,21,354,mtMet-G,gpcr,-4684.050258,9487.06064618,59,3.62952237357
ENSG00000135914,22,484,JTT-G,gpcr,-5216.57016351,10555.8548556,61,1.69520967123
ENSG00000155249,22,324,JC69-No,gpcr,-3234.27485219,6589.58550458,60,1.1451905429
ENSG00000154309,20,1560,JTT-No,gpcr,-15909.4976843,31931.2003585,56,1.46202870938
ENSG00000181803,20,332,JC69-No,gpcr,-3878.18174689,7869.3332644,56,1.4156263103
ENSG00000167822,21,316,WAG-G,gpcr,-3845.97937111,7811.03538455,59,2.57225439716
ENSG00000170820,22,697,JTT-G,gpcr,-6761.71742815,13645.9301418,61,1.36245268442
ENSG00000122420,29,371,JC69-No,gpcr,-4682.66030239,9514.35954151,74,1.61394076011
ENSG00000149534,21,280,LG-No,gpcr,-5487.29946987,11091.7746827,58,5.33156896014
ENSG00000129048,25,350,JTT-G,gpcr,-3686.8983901,7508.84630796,67,1.64893874777
ENSG00000159346,24,377,HIVBm-No,gpcr,-2401.27008208,4929.43775989,63,0.610843382728
ENSG00000169313,20,360,HIVBm-No,gpcr,-3101.56460726,6316.02295664,56,1.12270987405
ENSG00000180988,21,328,mtMet-G,gpcr,-3276.95743511,6672.95177708,59,2.45682915034
ENSG00000161649,21,486,gcpREV-No,gpcr,-7972.22046382,16061.1154127,58,5.51130227127
ENSG00000111291,28,357,HIVBm-No,gpcr,-5678.3661136,11501.7915843,72,3.05755984701
ENSG00000049249,22,283,mtMet-G,gpcr,-5321.80008718,10766.8272996,61,5.52327953903
ENSG00000188340,21,317,JC69-G,gpcr,-3274.59970945,6668.27263399,59,1.75212964828
ENSG00000174944,21,346,WAG-No,gpcr,-4975.19264617,10067.3349246,58,2.34164993063
ENSG00000165621,22,344,HIVBm-No,gpcr,-3660.42327734,7441.82164461,60,1.54443431377
ENSG00000172289,20,321,gcpREV-No,gpcr,-3543.93680801,7200.87691636,56,1.74086022798
ENSG00000165621,22,344,HIVBm-G,gpcr,-3557.9430976,7238.89392235,61,1.83449299697
ENSG00000011677,20,501,mtMet-No,gpcr,-2647.52626747,5407.6933058,56,0.394234101756
ENSG00000134489,23,429,WAG-G,gpcr,-8494.29025233,17115.40311,63,6.03993313592
ENSG00000258227,24,222,WAG-No,gpcr,-4175.66311316,8480.90707375,64,4.41542500998
ENSG00000184984,26,533,LG-G,gpcr,-5478.2978405,11095.2962902,69,1.53673976524
ENSG00000150048,24,285,JC69-G,gpcr,-4973.60156657,10078.4697408,65,2.99042107199
ENSG00000158869,28,135,HIVBm-No,gpcr,-1492.45308498,3131.74188617,72,2.94131657566
